NUMLICDOC	LAWADDRESS	NUMBER	LICENSEFK	ORGNAME	SYS_GUID	DATELICDOC	SCHOOLNAME	SHORTNAME
3594-06	400089, г. Волгоград, ул. Историческая, д. 130	1.2	6F1BA551E13274956F2926352062EEEF	Федеральная служба по надзору в сфере образования и науки	4790726641485B53BAFDA375FA4A1C72	07.11.2011	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Волгоградская академия Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО «Волгоградская академия МВД России»; Волгоградская академия МВД России; ВА МВД России
666	198206, г. Санкт-Петербург, ул. Летчика Пилютова, д. 1	1.1	5A563EB8650AE08092659BAEEF97C4D8		9E60FD0A900D6CCCB2DB69017E1B4FAA	17.03.2011	федеральное государственное казенное  образовательное учреждение высшего профессионального образования «Санкт-Петербургский университет Министерства внутренних дел Российской Федерации»	
4036-06	620057, г. Екатеринбург, ул. Корепина, д. 66	1.2	0C92C8F2B07F052A7915C10FAC9045E3	Федеральная служба по надзору в сфере образования и науки	2CC8D8FB93B6841E8472D47DD6010623	08.12.2011	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Уральский юридический институт Министерства внутренних дел Российской Федерации»	Уральский юридический институт МВД России
4041-06	394065, г. Воронеж, проспект Патриотов, д. 53	1.2	DE7BCBE88733C25740DDDD4D32167A60	Федеральная служба по надзору в сфере образования и науки	14A88CBDDC8EA82E9DCDEE119BEFC738	08.12.2011	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Воронежский институт Министерства внутренних дел Российской Федерации»	Воронежский институт МВД России
3757-06	308024, г. Белгород, ул. Горького, д. 71	1.3	B32EE5CD8D2F0DF22B4917E3C067DB2C	Федеральная служба по надзору в сфере образования и науки	6E51C2C8EBAE92A9740C6EB4921B38F4	01.10.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Белгородский юридический институт Министерства внутренних дел Российской Федерации»	Белгородский юридический институт МВД России
1797	344015, Ростовская область, г. Ростов-на-Дону, ул. Маршала Еременко, д. 83	2	F16FC6275EBFF9FD686F216B0A33F218	Федеральная служба по надзору в сфере образования и науки	54ECD59180EB1B94EA2DE21B55062486	01.08.2011	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Ростовский юридический институт Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО «РЮИ МВД России»
4453-06	344015, г. Ростов-на-Дону, ул. Маршала Еременко, д. 83	1.2	CA6287B2C72156608DD516CB75170D4E	Федеральная служба по надзору в сфере образования и науки	5C76AF57CB29522E305602DE50A3EEAF	26.12.2011	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Ростовский юридический институт Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО «РЮИ МВД России»
3759-06	302027, г. Орел, ул. Игнатова, д. 2	1.7	A31806E56DED73217B5779BF6E3D6D87	Федеральная служба по надзору в сфере образования и науки	E36AF147B5F58112CD1E594F28ACD2A4	01.10.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Орловский юридический институт Министерства внутренних дел Российской Федерации»	Орловский юридический институт МВД России
1162	400089, г. Волгоград, ул. Историческая, д. 130	1.5	6F1BA551E13274956F2926352062EEEF	Федеральная служба по надзору в сфере образования и науки	11367FF3FE478ACB82D9415A2D3F4BCD	03.09.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Волгоградская академия Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО «Волгоградская академия МВД России»; Волгоградская академия МВД России; ВА МВД России
108	400089, г. Волгоград, ул. Историческая, д. 130	1.3	6F1BA551E13274956F2926352062EEEF	Федеральная служба по надзору в сфере образования и науки	540628D6E096B286B60A691E191287F5	02.02.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Волгоградская академия Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО «Волгоградская академия МВД России»; Волгоградская академия МВД России; ВА МВД России
287	603144, Нижегородская область, г. Нижний Новгород, Приокский район, Анкудиновское шоссе, д. 3	1.3	3C003C575CE86DCD5AA37926B1E9AAA9	Федеральная служба по надзору в сфере образования и науки	001A881B14A8AB2AFB2E15103495CBCA	14.03.2012	федеральное государственное казенное  образовательное учреждение высшего профессионального образования «Нижегородская академия Министерства внутренних дел Российской Федерации»	Нижегородская академия МВД России или НА МВД России
708-06	308024, г. Белгород, ул. Горького, д. 71	1.3	4EB2418664B58C79B301D2E75D2355BA	Федеральная служба по надзору в сфере образования и науки	4F14888DDED697CAE8901FBA396BB905	22.02.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Белгородский юридический институт Министерства внутренних дел Российской Федерации»	Белгородский юридический институт МВД России
968-06	664074, г. Иркутск, улица Лермонтова, д. 110	1.2	763217825B7E92E27776F8DEDD5E81B0	Федеральная служба по надзору в сфере образования и науки	FC34D71034012A7B15EDA16938604906	07.03.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Восточно-Сибирский институт Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО ВСИ МВД России
1760-06	Россия, 198206, г. Санкт-Петербург, ул. Летчика Пилютова, д. 1	1.1	4819A67BDD09B86031D94DA1DC0041C0	Федеральная служба по надзору в сфере образования и науки	A10BF5ED7B2FFF17CA96D61D9DC0B0B6	20.04.2012	Федеральное государственное казенное военное образовательное учреждение высшего профессионального образования «Санкт-Петербургский военный институт внутренних войск Министерства внутренних дел Российской Федерации»	Санкт-Петербургский военный институт внутренних войск МВД России
1412-06	302027, г. Орел, ул. Игнатова, д. 2	1.4	A31806E56DED73217B5779BF6E3D6D87	Федеральная служба по надзору в сфере образования и науки	A146214064EA84F9B5441B1C0C9C5895	05.04.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Орловский юридический институт Министерства внутренних дел Российской Федерации»	Орловский юридический институт МВД России
1355	644092, Омская область, г. Омск, проспект Комарова, д. 7	1.5	825E4AC70BA6FD2EFB148649324A73EC	Федеральная служба по надзору в сфере образования и науки	EABE576C155F2F710F4C29E2012D0446	01.11.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Омская академия Министерства внутренних дел Российской Федерации»	Омская академия МВД России или ОмА МВД России
4052-06	117437, г. Москва, ул. Академика Волгина, д. 12	1.3	0313CB94E403DBE97473976887710A55	Федеральная служба по надзору в сфере образования и науки	A220C1B9460D9EEB13E15292664652AD	01.11.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Московский университет Министерства внутренних дел Российской Федерации»	Московский университет МВД России
1915-06	Российская Федерация, 690087, Приморский край, г. Владивосток, ул. Котельникова, 21	2.2	4DED4236D19E1C6AA9E4898FD6B6072B	Федеральная служба по надзору в сфере образования и науки	1844C942DD1199E4CFAA9200E7865E20	26.04.2012	Владивостокский филиал федерального государственного казенного образовательного учреждения высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	Владивостокский филиал Дальневосточного юридического института МВД России
1916-06	Российская Федерация, 690087, Приморский край, г. Владивосток, ул. Котельникова, 21	2.3	4DED4236D19E1C6AA9E4898FD6B6072B	Федеральная служба по надзору в сфере образования и науки	8F109A96F970790CAC69D38E6C1302E2	26.04.2012	Владивостокский филиал федерального государственного казенного образовательного учреждения высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	Владивостокский филиал Дальневосточного юридического института МВД России
744	Российская Федерация, 690087, Приморский край, г. Владивосток, ул. Котельникова, 21	2.4	4DED4236D19E1C6AA9E4898FD6B6072B	Федеральная служба по надзору в сфере образования и науки	25E1B7B24CA2EC5E747CD902D740DCE4	06.06.2012	Владивостокский филиал федерального государственного казенного образовательного учреждения высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	Владивостокский филиал Дальневосточного юридического института МВД России
3171-06	308024, г. Белгород, ул. Горького, д. 71	1.1	B32EE5CD8D2F0DF22B4917E3C067DB2C	Федеральная служба по надзору в сфере образования и науки	0E8CEA64AC68992F0FA559CD730C900B	24.07.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Белгородский юридический институт Министерства внутренних дел Российской Федерации»	Белгородский юридический институт МВД России
717	603144, Нижегородская область, г. Нижний Новгород, Приокский район, Анкудиновское шоссе, д. 3	1.4	3C003C575CE86DCD5AA37926B1E9AAA9	Федеральная служба по надзору в сфере образования и науки	48ACAEB4B0AB7E8332234F0162A10542	06.06.2012	федеральное государственное казенное  образовательное учреждение высшего профессионального образования «Нижегородская академия Министерства внутренних дел Российской Федерации»	Нижегородская академия МВД России или НА МВД России
3156-06	350005, г. Краснодар, ул. Ярославская, д. 128	1.3	B960ED913F4C27F1423AF437083D0505	Федеральная служба по надзору в сфере образования и науки	CC549BFAF0F3A787A75215B1126EBC73	24.07.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	Краснодарский университет МВД России, КрУ МВД России
973	125171, г. Москва, ул. Зои и Александра Космодемьянских, д. 8	1.2	E5F7C16B9FC8BAD086CBD0BD9FC8D9E7	Федеральная служба по надзору в сфере образования и науки	42897EC2B1FBCCF411856B6C55D671F5	01.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Академия управления Министерства внутренних дел Российской Федерации»	Академия управления МВД России
972	302027, г. Орел, ул. Игнатова, д. 2	1.6	A31806E56DED73217B5779BF6E3D6D87	Федеральная служба по надзору в сфере образования и науки	9454E460575743B2E07F97994BCECB6C	01.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Орловский юридический институт Министерства внутренних дел Российской Федерации»	Орловский юридический институт МВД России
3813-06	Российская Федерация, 360016, Кабардино-Балкарская Республика, г. Нальчик, ул. Мальбахова, 123	4.1	B960ED913F4C27F1423AF437083D0505	Федеральная служба по надзору в сфере образования и науки	C6C884D7C870AD66388B0D2C71666055	08.10.2012	Северо-Кавказский институт повышения квалификации сотрудников МВД России (филиал) федерального государственного казенного  образовательного учреждения высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	Северо-Кавказский институт повышения квалификации (филиал) Краснодарского университета МВД России, СКИ(ф) КрУ МВД России
1065	198206, г. Санкт-Петербург, ул. Летчика Пилютова, д. 1	1.3	3BA350311CC3BC3585BC0EA03298B27F	Федеральная служба по надзору в сфере образования и науки	28E0CBBA9E4731750E99136634CBE042	16.08.2012	федеральное государственное казенное  образовательное учреждение высшего профессионального образования «Санкт-Петербургский университет Министерства внутренних дел Российской Федерации»	Санкт-Петербургский университет МВД России
3489-06	123995, г. Москва, ул. Поварская, д. 25	1.1	39739627F37DD2404257D79A5472DD94	Федеральная служба по надзору в сфере образования и науки	79DA77E826844C23C6369C0488443879	27.08.2012	федеральное государственное казенное учреждение  «Всероссийский научно-исследовательский институт Министерства внутренних дел Российской Федерации»	ФГКУ «ВНИИ МВД России»
1080	450091, Республика Башкортостан, г. Уфа, ул. Муксинова, д. 2	1.3	418FCBF04296336AD4B0A59B98E9AD95	Федеральная служба по надзору в сфере образования и науки	259B2EEE01915354EDE23CB02582F322	20.08.2012	федеральное государственное казенное  образовательное учреждение высшего профессионального образования «Уфимский юридический институт Министерства внутренних дел Российской Федерации»	Уфимский юридический институт МВД России
3451-06	620057, г. Екатеринбург, ул. Корепина, д. 66	1.3	0C92C8F2B07F052A7915C10FAC9045E3	Федеральная служба по надзору в сфере образования и науки	2FCB1C639F78762A9D36453DEDB4DD6C	20.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Уральский юридический институт Министерства внутренних дел Российской Федерации»	Уральский юридический институт МВД России
1086	664074, г. Иркутск, улица Лермонтова, д. 110	1.3	763217825B7E92E27776F8DEDD5E81B0	Федеральная служба по надзору в сфере образования и науки	3330CB223CA5CFA33D5C64A155433119	20.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Восточно-Сибирский институт Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО ВСИ МВД России
1414	Российская Федерация, 680020, Хабаровский край, г. Хабаровск, пер. Казарменный, д. 15	1.4	4DED4236D19E1C6AA9E4898FD6B6072B	Федеральная служба по надзору в сфере образования и науки	849108C254FF0DAE350BD36A605CFDDD	19.11.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	ФГКОУ ВПО ДВЮИ МВД России
3533-06	195248, г. Санкт-Петербург, проспект Энергетиков, д. 27	1.1	124EBF492F68A9A9069463DD78FADF22	Федеральная служба по надзору в сфере образования и науки	5B20C82D6F3B5C8FFEF3222F8131CE40	31.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Институт Федеральной службы безопасности Российской Федерации (г. Санкт-Петербург)»	ФГКОУ Институт ФСБ России (г. Санкт-Петербург)
	123995, г. Москва, ул. Поварская, д. 25	1.2	39739627F37DD2404257D79A5472DD94	Федеральная служба по надзору в сфере образования и науки	9FB44CB743A89C966054E56A6AD5F717		федеральное государственное казенное учреждение  «Всероссийский научно-исследовательский институт Министерства внутренних дел Российской Федерации»	ФГКУ «ВНИИ МВД России»
	141401, Московская область, г. Химки, ул. Чкалова, д. 5	5.1	7DDFD5D3C7820AFF6DB5ED21D6A61672	Федеральная служба по надзору в сфере образования и науки	0B888F3300FFC741AA62E77B240CCE99	11.09.2012	филиал «Ракетно-космическая техника» федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Московский авиационный институт (национальный исследовательский университет)» в г. Химки Московской области	филиал «РКТ» МАИ в г.  Химки Московской области
1251	350005, г. Краснодар, ул. Ярославская, д. 128	1.4	B960ED913F4C27F1423AF437083D0505	Федеральная служба по надзору в сфере образования и науки	A8DB937D0F3471B05C24FAF2D418E077	18.09.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	Краснодарский университет МВД России, КрУ МВД России
1252	394065, г. Воронеж, проспект Патриотов, д. 53	1.3	DE7BCBE88733C25740DDDD4D32167A60	Федеральная служба по надзору в сфере образования и науки	3ACF5C3D411DCD23905C7E7A306A8BBC	18.09.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Воронежский институт Министерства внутренних дел Российской Федерации»	Воронежский институт МВД России
1132	656038, Алтайский край, г. Барнаул, улица Чкалова, д. 49	1.3	5B58C0A192166F42681A72A7E955BF24	Федеральная служба по надзору в сфере образования и науки	D47CCB35F65F805189EF50BD16EC834E	31.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Барнаульский юридический институт Министерства внутренних дел Российской Федерации»	Барнаульский юридический институт МВД России, БЮИ МВД России
1133	308024, г. Белгород, ул. Горького, д. 71	1.2	B32EE5CD8D2F0DF22B4917E3C067DB2C	Федеральная служба по надзору в сфере образования и науки	491F7097B76586C57E9840505A43C620	31.08.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Белгородский юридический институт Министерства внутренних дел Российской Федерации»	Белгородский юридический институт МВД России
3874-06	Российская Федерация, 236006, Калининградская обл., г. Калининград, Генерала Галицкого, 30	2.1	0280EDD234FAE811DCE8B7C833EDFBA4	Федеральная служба по надзору в сфере образования и науки	902192F9F4E0064B9CA588ACCD9D22E5	16.10.2012	Калининградский филиал федерального государственного казенного  образовательного учреждения высшего профессионального образования «Санкт-Петербургский университет Министерства внутренних дел Российской Федерации»	Калининградский филиал Санкт-Петербургского университета МВД России
4056-06	620057, г. Екатеринбург, ул. Корепина, д. 66	1.4	0C92C8F2B07F052A7915C10FAC9045E3	Федеральная служба по надзору в сфере образования и науки	2C2171FA042E8EF7A865AC3D27FB6191	01.11.2012	федеральное государственное казенное образовательное учреждение высшего профессионального образования «Уральский юридический институт Министерства внутренних дел Российской Федерации»	Уральский юридический институт МВД России
